ik,NR-AR_chem_logit,NR-AR-LBD_chem_logit,NR-AhR_chem_logit,NR-Aromatase_chem_logit,NR-ER_chem_logit,NR-ER-LBD_chem_logit,NR-PPAR-gamma_chem_logit,SR-ARE_chem_logit,SR-ATAD5_chem_logit,SR-HSE_chem_logit,SR-MMP_chem_logit,SR-p53_chem_logit
SOYKEARSMXGVTM,-1.4819845715833107,-2.2761761318923406,-0.22070148465194359,-0.1781072904828169,-1.1417826427807003,-2.3750444989953436,-3.0242649056353255,0.37918275589658734,-2.1406231263970414,-0.4741155181960013,0.002957137593848,-0.5494681586513511
SPFYMRJSYKOXGV,-0.9931269641252702,-0.3774520970673634,-1.349439547521304,-0.6497449629516513,-0.7234903443304377,-1.357727999942815,-1.1376385916733733,0.09618329402640947,-1.9350411454441359,-0.6560059368009796,-1.0016578592803815,-0.3647566371302925
SPIUTQOUKAMGCX,-0.9309488627139924,-1.4107102887580174,-1.1227262048406987,-1.0303963621655068,-0.8334297032624982,-1.3293193342393428,-1.2652314296705607,-0.01629901251566212,-0.9729200783828977,-0.5438850437725405,-0.72018177994055,-0.4192830972280483
SPTMROWPYQRZSX,-1.0332947680188933,-2.3038892808865126,-0.4764172270348702,-1.35475424498673,-1.755433617095598,-2.5972016065137957,-2.26729252492954,-0.9431497221013371,-1.5372884389057972,-0.6838754316630433,-0.8380111977591291,-0.9309539085551491
SQVIAVUSQAWMKL,-1.4324369927354714,-2.402748731955779,-0.9663981077839319,-1.344965862237117,-1.3135391993489287,-2.5751403582454935,-2.249927541566609,-0.5742302481385513,-1.816012504729188,-0.6780619430359686,-1.581433964828528,-1.1099801223080958
SRBPKVWITYPHQR,-1.2515091997766603,-2.252244021565539,-1.3784383680465693,-1.3874542892845225,-0.5013828052236028,-1.9652967988090804,-1.600799378712063,-0.3566485607491974,-1.110341122122395,-0.6699173789380222,-1.9766415949056388,-0.994924742957169
SSOLNOMRVKKSON,-1.2956200964566857,-2.192483558607192,1.2682192359432494,-1.219189272130578,-1.2408083161534382,-2.1765195876926464,-3.1071312289542377,0.19932148162088412,-1.0232502086272528,-0.4072659050601509,0.04593180396626005,-0.34962667177201584
STECJAGHUSJQJN,-0.9984728884634985,-2.1779503697277085,-2.6066693263535257,-1.439992325645334,-1.1870417472638535,-2.5390028684861865,-2.7648084954257555,-1.0449963836337592,-1.879177794839359,-0.6315199122693067,-1.6669265253009529,-0.6227131442621344
STJMRWALKKWQGH,-1.4630286088094329,-2.381227729319855,-0.07458523632746344,-0.8208556753516076,-1.1108451265129795,-2.1626641371838504,-2.5522746234689535,-0.017495109822778937,-1.2938226702645756,-0.57419559214186,-0.3148985604626314,-0.9011732578034733
SUBDBMMJDZJVOS,-0.867793941387182,-2.3319740077513185,1.7134019361134283,-1.060920679621176,-0.782754858929493,-2.303031922402066,-2.127313957091242,0.830753942297127,-0.5325152682831965,-0.519051089308189,-0.9782631971101838,-0.7346563768317106
SUDAHWBOROXANE,-1.2557844144908143,-2.2021224481315054,0.38152001820017317,-1.0273621064108966,-0.8929185910827203,-2.035809825030962,-1.8552095061076443,-0.01808385657939822,-1.0483350143746077,-0.6120531204526449,-0.61149773256518,-0.6158625672725329
SVEBYYWCXTVYCR,-1.191671764939022,-2.3022114625355585,-1.0315146465489002,-1.181649966254346,-1.3505963169049775,-1.3484842596434892,-2.2140220490978155,-0.564667710914987,-1.781569266342378,-0.601718916339507,-1.4198995357682638,-0.9335303729740233
SVFXPTLYMIXFRX,-1.1418858902479243,-1.9679712761200119,0.3197215085836027,-0.6605020650589185,0.05875271738079559,-1.1613070575385203,-2.6265285910404765,0.9508964039180351,-1.7878429781576122,-0.3163868833176091,2.117229612604338,-0.15869612641070385
SWLMUYACZKCSHZ,-1.5911643456973366,-2.3643185999022154,1.1614933424823142,0.8755862467804173,-0.6969708831249086,-2.172797960743518,-2.5487899568694146,1.0526541149363329,-1.5620157706230549,-0.3587731414829839,0.7846210751222462,-0.7866598966878886
SWZMSZQQJRKFBP,-0.4418346499651452,-1.628786932627553,-3.04405498715326,-0.8048595933581077,-0.3362213234154793,-1.1764559352487285,-2.131958093316887,0.09680665772460396,-0.9404927363863949,-0.4399428064100571,-1.2050492670330926,-0.02561819449896296
SXYIRMFQILZOAM,-0.39378836113043414,-1.7590314741106403,-2.2151775129891584,-1.172883214493412,-0.664185426686691,-1.2818025763406558,-2.053806351337292,-0.2293880556157298,-2.0783969099808024,-0.48258753404770144,-0.526926437377122,-0.5188053482645671
SXYZQZLHAIHKKY,1.5236477155061396,1.2231240384210587,-2.0709652106960106,-0.956370681458745,0.02397687708014585,-1.1421294584960433,-2.7421254482889688,-0.16066709887901923,-1.7995180478477442,-0.5897669922430111,-0.5991789801031312,-0.6700687182674927
SYLKGLMBLAAGSC,-1.3378308114355117,-2.3054804519025494,-2.276710542714112,-1.4545401586558335,-1.279641197750087,-2.1361746098228873,-2.5383757239564417,0.060051003189433176,-1.8991047011291131,-0.749098740993708,-2.602653033560487,-1.0083099593558802
SYTBZMRGLBWNTM,-1.0331682569183773,-1.9295327670559548,-0.4484145470565395,-0.4676582679009759,-0.3174355001674364,-1.073200304564069,-2.131684131624217,0.2906378694928951,-1.0396919086720562,-0.530664951395188,0.22298168899905632,-0.46990585408612656
SZLZWPPUNLXJEA,-0.8388837882743023,-1.7886634018493046,-1.0497206458672705,-1.2091638622361784,-0.9053817400091875,-1.399934996390831,-1.4504318264853207,0.36664029994405284,-0.5464944496107648,-0.5315516763092868,-0.10738695496556398,-0.37384174536913145
SZRPDCCEHVWOJX,-1.1880332846084734,-2.1279362677508225,0.2406397122510241,-0.6432721117668035,-0.686940121205852,-1.712658918498542,-0.9864651982512995,0.13190062399314342,-1.2572550372163727,-0.6965075925700143,-1.1306956937712949,-1.1679677710833807
SZWKGOZKRMMLAJ,-1.212328836494127,-2.3237996009283344,0.07358908797974123,-0.8428928351675307,-0.48142020912631184,-1.4968760537811925,-3.0349862758378725,0.14909820078536257,-1.8888744358108882,-0.49676496107155405,0.8766560375120308,-0.7495151514044424
TTWJBBZEZQICBI,-1.342628029109105,-2.2758673880880793,0.38588091963822746,-1.142408869445392,-1.3181032023672563,-2.261540037232699,-2.9184431266670727,-0.5894599960520125,-1.0841967494751303,-0.5905188420506129,-1.301915258447765,-0.6803491986253014
TUEWQXNXQFRUTK,0.12719196113976858,-0.9952230013341314,-1.041971576356298,-0.5193386541743342,-0.5906643097014872,-1.8138079934259355,-2.6828573903927664,-0.045892602574348795,-0.20761063630755325,-0.6403883663945413,-0.039022032139257506,-0.14281634034252144
TUFADSGTJUOBEH,-1.249699631932048,-2.393201684197729,-0.45280971888334043,-1.0212368984883926,-1.4011412951912043,-2.801045799022466,-3.6775613392668167,-1.0869311537472475,-2.237091309182623,-0.6624690170680196,-2.2104860095326053,-1.1493444299310864
TUZYXOIXSAXUGO,-0.19771818557371926,-0.4355472725241315,-3.078212844191092,-0.7134127080060858,-0.23091650787297563,-0.9478245393063554,-2.2382202843728662,-0.5463457040380737,-1.0453896270624754,-0.7168889363838565,-0.8708353455940798,-0.974944149628604
TVQZAMVBTVNYLA,-1.1995440222540168,-2.388807410046002,-0.6976285002095267,-0.36763818442806573,-0.9350420704868291,-1.66121930550017,-1.7117737220455198,-0.30130502463464093,-1.7423952449429552,-0.6326445677892956,-1.030677666151107,-0.7570238655268042
TVURRHSHRRELCG,-0.8884640843768616,-1.9985202326653104,-0.2252694449836351,-1.1158147317438447,-0.18874337779443123,-0.7431651506938085,-2.2259092055194802,0.7944282303425031,-1.4711262741062954,0.5526816970149744,0.7531974534811188,-0.3159475607471652
TVYLLZQTGLZFBW,-1.0148542269889012,-2.1875312719730045,-1.3186091035161236,-1.274949673452727,-0.7595376979381881,-2.014464848628411,-2.6357038676935116,-0.6978425024184075,-1.6919111154584188,-0.5530316759284385,-0.6388185266941246,-0.9270188820868981
TVZCRIROJQEVOT,-1.0518784053378925,-2.351035258150072,-1.2467188634299928,-1.1883655463066438,-0.8074045179078763,-1.7230169774500825,-2.873661007922327,-1.0235276769326425,-1.6867223907256086,-0.7096673118323409,-1.1067314202895675,-0.3022782966881712
TXCGAZHTZHNUAI,-1.5403866855216737,-2.416566108217964,-0.7489556433922505,-0.9431904073932402,-1.085561376819479,-1.8818277181396188,-2.3323260086881685,-0.8271359431270452,-2.313774465487212,-0.6475068434945849,-0.6610230234117147,-1.2034418810500864
TXUZVZSFRXZGTL,-1.1500008564567787,-1.930134697565928,-0.023649189037066493,-0.6068383821983299,-0.36057626639391577,-0.8929713138313299,-1.6479629524965167,0.9112086116833191,-0.4477650264822918,-0.2633431756047136,1.4106391613864193,0.35006611811873456
TXVHTIQJNYSSKO,-1.563689589985187,-1.8861076864267086,1.3155265311137778,-0.9679623158656105,1.2494446323001926,-0.1616559499551901,-1.119626230732355,0.6202488389870672,-1.0336627278482804,-0.11987820949481993,3.0348846432485037,0.882933175736229
TYMRLRRVMHJFTF,-1.4945430540924696,-2.4233888838468642,-1.23830611341595,-1.5340427810888166,-1.529520281855606,-2.975827325740881,-3.1384860656189364,-1.0545646201945795,-2.038793951396024,-0.6721968276685432,-2.0392198637684764,-1.2039068630403316
TYNLGDBUJLVSMA,-1.1142765508224668,-1.987789890349178,-0.7006479922475276,-0.6763516749740732,-0.5889586068562177,-1.0385151864419364,-1.7931578667628547,-0.18658090438874134,-1.0411243754252872,-0.6140047682471127,0.01092164643814851,-0.5143792955578309
TYQXKHPOXXXCTP,-0.2078260924175366,-1.171524116689918,-3.1353009794520874,-1.3722536830056433,-0.6195760827360814,-2.0314747958092663,-2.733380296163447,-0.4809572351973852,-0.5974282789276378,-0.6362106884709459,0.016409646133693535,0.008329478626619693
TYYBFXNZMFNZJT,-1.0507237076477676,-2.269874417964415,-1.2078261327555506,-1.302450952968303,-0.8088087298536882,-1.6996607638799592,-2.1506910433682136,0.0021765836725627257,-0.47715931327712857,-0.5837560770098811,-0.8940498340004129,-0.42409795937951095
TYZROVQLWOKYKF,-1.27569694801323,-2.082336054522768,-1.5048845356313898,-1.0776091172508053,-0.7841067669458063,-1.7192267205348681,-1.9034314252853417,-0.7181961127290934,-0.8649057273303383,-0.6856422571362547,-2.0103701435285224,-0.4570446510824462
TZBJGXHYKVUXJN,-1.2219874295557895,-2.106062534322044,0.004966163204108622,-1.1638181467538709,0.40483486586478584,-0.6018212325524441,-0.5382841953046611,0.5661931619195895,-0.32960442102882015,-0.3832913999933586,1.3547183818883857,-0.4310253159308894
TZFWDZFKRBELIQ,-1.3368279225253719,-2.2108940674369686,-0.1121821608129964,-0.9310760646212536,-0.63752993533042,-1.7364898465877594,-1.145121149366989,-0.002588839784737721,-1.567767452003272,-0.43654054204505566,-1.0195248885970851,-0.8686511357578338
TZJUVVIWVWFLCD,-1.2688577374346162,-2.30273586849411,-0.820784550980015,-1.4660492256478164,-1.6962294360580186,-2.7561824786519513,-3.043143076446639,-0.7079052192064629,-1.6770231788565664,-0.6849091277661471,-1.9754086279834389,-1.0257546613544808
TZRHLKRLEZJVIJ,-0.8013861550559005,-2.009157236422328,-1.1210799508121712,-0.7858308380814858,-1.2528034719049026,-2.647990274557768,-2.5518582155509315,-0.05239874637901318,-2.0112882039264166,-0.6176957794075988,-0.6898624088934606,-0.7293478855071074
TZXKOCQBRNJULO,-1.1742504086297312,-2.4174955861813148,-1.3865077011433127,-1.1735202709819426,-1.582795268092293,-2.378196056410247,-2.7408912372411276,-1.1336473493428216,-1.6805484984095862,-0.6228894655627152,-1.72966921804708,-1.025950302294473
UBCHPRBFMUDMNC,-0.5391745124407625,-2.185772174825062,-2.345295196064502,-0.9530271036051274,-0.5204676437183958,-1.9297625642149212,-3.1368965895238845,-0.8351662125543302,-1.989411887955181,-0.5185174497201116,-1.047745528959818,-1.220613450176347
UBPYILGKFZZVDX,-1.2814269564129117,-2.144643681351505,0.0218685406138531,-1.014726437045109,-0.9744959244623079,-1.6785865753077929,-2.2797859285211546,0.04943346070458214,-1.3636942398207768,-0.5574590890851202,8.694827562096309e-05,-0.5579440256904099
UBQNRHZMVUUOMG,-1.3463593215410883,-2.276017913117701,-0.9277585221232565,-1.101578200185479,-1.251194328583129,-1.2539602331577635,-0.47844662996141996,-0.9270758815449519,-1.6875874708094525,-0.6810269159699587,-1.8574490360128701,-1.1841740682034676
UBRKDAVQCKZSPO,-1.2376139602536609,-2.258984266557859,-0.7428241399853409,-0.9490708203142181,-1.3493948003254161,-2.119378448831996,-1.8980315411215782,-0.5857387550030838,-1.297717428859214,-0.6930559628295156,-1.6553679656973663,-0.7684744455538087
UCFGDBYHRUNTLO,-0.29667488013862986,-1.2559586717178466,-0.7242670937023115,-0.9928689770897924,-0.9741185382827529,-1.2141965718422882,-1.3383158001149729,0.4819327498740149,-0.7129178061527065,-0.5358146404578072,-0.4994223301728185,0.1736271762253055
UCHDWCPVSPXUMX,-1.1276650532728765,-1.7135586285593432,0.2477803018094388,-0.05010963205122658,0.2998638157983689,-2.0546872158519447,-0.9679027698840112,0.7930315033848895,-1.114207257369959,-0.45216047690088174,1.299619672583342,-0.5956878029098469
UCTWMZQNUQWSLP,-1.2511069074815295,-2.266209671637554,-1.0482903406068884,-1.4422144957453924,-1.41804503383369,-2.3674926472549918,-2.4666425998771526,-0.7804227688788183,-1.6023396556285412,-0.6221152349749166,-1.5915441123976088,-0.8131630073319529
UDMBCSSLTHHNCD,-1.023516385564816,-2.104506904337956,-0.67954348994592,-1.0841035936693975,-1.0268300556075682,-2.3063715172051227,-2.1375470178166722,-1.2179065335826778,-0.009611363224568823,-0.7206358211806877,-2.142556180632992,-0.7890391839728788
UEJJHQNACJXSKW,-0.8347607981762281,-2.342241330447302,-1.4590058162146986,-1.7268614092990642,-1.0037434545691486,-2.278023416174659,-2.5262870834743287,-1.259853695082606,-1.7367932270286714,-0.8321832430880053,-1.6325873070790804,-0.7240753836815016
UEQUQVLFIPOEMF,-1.1060039024541417,-2.34050897501153,-0.4227401455747356,-0.9146308918296824,-1.5585310721153676,-2.7776561542463427,-3.077155325211522,-0.11160989762849731,-1.9288001260175296,-0.42698230784835994,-0.891219183662133,-0.6254630945160368
UFLGIAIHIAPJJC,-1.4046791103183869,-2.365993843596898,-0.08603375042760683,-0.5179779245682217,-1.2300293370984103,-2.888771291422295,-2.8358475921317687,-0.8856025630667856,-1.2086473192548939,-0.5445782594483696,-0.9439154687551076,-0.9243450254446397
UGJMXCAKCUNAIE,-1.3474889728810864,-2.4174375767629903,-3.3497425219020873,-1.625204286844653,-1.5853669576801668,-2.0394212984816513,-2.3660035540143367,-1.321724445864815,-2.082627077930388,-0.6916590621068902,-2.254566628420113,-1.3681116937919688
UGTJLJZQQFGTJD,-1.3788590403654433,-2.1389420253447176,1.7003227545000787,-0.9715316400788885,-1.1736190728211844,-2.34036244441736,-2.0443422813011476,0.5351832444932588,-0.930010459512313,-0.3104649864340503,0.2813222341424888,-0.2730622413243567
UHDGCWIWMRVCDJ,-0.9682798393187101,-2.214791471059932,-1.4590955140769102,-1.5253849099397834,-1.1665427288928474,-2.2938323246468015,-2.2328050496179994,-1.495602014852335,-1.0243206017984,-0.7038393223443358,-2.3335754449884347,-0.6435557170687213
UHWVSEOVJBQKBE,-1.3836960572899193,-2.3045824433000055,-1.050879483494594,-1.3939076795794652,-1.3618820117941832,-2.7324443258366187,-3.329025528674507,-0.7248322771832264,-1.6830679985151962,-0.6057956604480665,-2.587502964858639,-0.8313201384833224
UIARLYUEJFELEN,-0.17295882307832613,-0.8619652050151402,-0.013350813967706227,-0.8908456899845009,-0.31420837170281524,-1.9877086304854794,-2.0756950533104552,0.7640424107701561,-0.4226008833689329,-0.3726255079614297,0.9252077810392146,0.7640618829580119
UIAYVIIHMORPSJ,-1.0484916627547025,-2.089323301670213,-0.9462677365636187,-1.34513515043899,-0.5529132919279443,-1.5783328714392202,-1.765317600979975,-0.21888611278921533,-1.2051891402368309,-0.6210780552958782,-1.006133209535647,-0.5165225278938148
UIEATEWHFDRYRU,-1.432574664900907,-2.3172364123898146,-1.2202185492572923,-0.8409174605002921,-0.7753713517760854,-2.6410738389391506,-2.805290234315751,-0.43782802387576447,-1.4399999864667683,-0.49978800233141285,-0.8976895265414744,-0.8527072456765362
UIKROCXWUNQSPJ,-1.14455681222822,-2.4129942106697784,-1.4715997430545393,-1.0777290705963463,-1.4808723137569806,-2.1838058696454707,-3.570376432040073,-1.4063560631146106,-2.068715277461603,-0.8013542593766906,-2.1041620512225987,-1.020622299476398
UJEWTUDSLQGTOA,-1.3337629429219593,-2.1472777114363293,-1.3826975141649775,-1.5847967798704992,-1.4151858729118292,-2.705178793747408,-2.1330591772520013,-0.24630855853788114,-1.3333775646432529,-0.6279090756797547,-1.5843488192468331,-0.8820995248672345
UJVLDDZCTMKXJK,1.5216796311794658,1.5955094268815904,-2.78651441617063,-0.9307006746783985,0.518486158372323,1.741684993878171,-2.0829874389507244,0.3989582656024199,-1.312223136301109,-0.6293788176864463,-0.8034348848952895,-0.6661878691009452
UKTAZPQNNNJVKR,-0.53641302687389,-1.4338264206843976,-1.7021647632907086,-0.8762714407995249,-0.21752626484691512,-1.6290868881054221,-2.129995379904976,-0.6792391471554139,-1.656795455894921,-0.712638075498325,-1.5194812558923232,-0.157259598761063
ULDXWLCXEDXJGE,-0.9137605260713164,-1.8864469641098391,0.3747635898945076,-1.1416595203473174,-0.33817691712528664,-2.15650727915468,-1.6967284487707293,0.4231238420544907,-1.226590085054806,-0.5009883021130421,0.3183719821612995,0.48610083477139565
ULFRLSNUDGIQQP,-1.4493885359950425,-2.342755325915663,1.5379859637925577,0.2481299689492121,-1.4356946175085687,-2.4754827833515898,-2.92935153070818,-0.6043400231565342,-2.099221269862392,-0.6697185572990931,-1.5493204739076598,-0.837363402680746
ULGZDMOVFRHVEP,-0.17832490227904826,-1.141302212536217,-3.0485427781088568,-1.3861823779989813,-0.6331605139112952,-2.014274310855164,-2.677474132514609,-0.4793152874560075,-0.2981567084674839,-0.6190041208593778,-0.27652397180582294,0.031983569088225264
ULLNJSBQMBKOJH,-1.3580615442398118,-2.3824971983808587,-1.3899664044501845,-0.9725754918336539,-0.5412956859752008,-1.645230165004841,-2.7832072508208565,-0.26975057457063234,-1.879672335780766,-0.4835139069426523,-1.4343989606720775,-0.873720813900984
ULSDMUVEXKOYBU,-0.9920512819329323,-1.734609031731695,0.09871790996720611,-0.8812056770109901,-1.4173350225893608,-2.0910793785253086,-2.5629739708564445,-0.3736086243878623,-1.3390563030393858,-0.6550088354986042,-1.6110068052771291,-0.29517371587204244
UMFJAHHVKNCGLG,-1.5769521716678636,-2.45467367929865,-2.0817740206946937,-1.3418345883721223,-1.8280180107435622,-2.671549403908585,-2.700912905242904,-1.5556269881427844,-1.9510861476039818,-0.713956151652218,-2.104525387377735,-0.6504921881369633
UNAANXDKBXWMLN,-0.9931764234075475,-2.1499538806883907,-0.499772965073112,-1.0719695548826504,-1.0755438531896235,-2.405720838746796,-2.551207570306043,0.3990395898175646,-2.303697275853905,-0.4387310796801625,0.6935581454853191,-0.9226849135715536
UNBRKDKAWYKMIV,-0.6772010214349755,-1.9282478125324196,-0.6657333361308525,-1.218465374345409,-0.8993581478407352,-1.5319742452759395,-2.8084391177993613,-0.06348780575577005,-1.89594741807195,-0.6216684424315212,-1.1939111876367137,-0.041827870245756286
UNFWWIHTNXNPBV,-0.5740681765174589,-1.7205628307603402,-2.983968736804405,-1.3212527973660388,-1.0788855196917806,-2.214807085666683,-2.4701412690905733,-1.0912655243097626,-1.38826743196941,-0.6167423459764426,-1.3932698482347814,-0.03302398182984189
UOACKFBJUYNSLK,0.42103999877250625,-0.5912589752001796,-1.2577720523890374,-0.8945945075877778,1.2243156625007163,2.0650077221176626,-2.2341235071922587,0.28973881438518845,-2.064565264938527,-0.21370589294576842,0.8175196733150512,-0.7448783786523869
UOCJDOLVGGIYIQ,-1.3160589382982026,-2.270352584610309,-1.8800023435970346,-1.5724755769328465,-1.2562127019829081,-2.3216613965471486,-2.659958034390978,0.30179635096598767,-1.3765783774459737,-0.622669900852882,-1.802668887058882,-0.5427385419075546
UOWZUVNAGUAEQC,-1.2122660075130605,-2.1163493261873505,-0.055078592441573135,-0.9919813798561126,-0.3755401359634277,-1.0388715812216596,-1.4550443895131304,1.1355320760782424,-0.5518079299245978,-0.4741814563462495,0.4218448303213425,-0.5516866710608911
UOZODPSAJZTQNH,-1.2778368234580733,-2.017706742339556,-3.6800946166869717,-1.6423782988205573,-0.6683129641815934,-2.063740156344631,-3.1909946125320885,-0.666670158262272,-0.6737478144289253,-0.6701192762188387,-2.299800710461681,-0.44978525133578784
UPSPUYADGBWSHF,-1.2231823788821954,-2.2201217566164133,-0.25901821484761167,-0.4682830794063523,-0.4315440424346082,-1.5646427359547497,-2.423607004092225,0.07853641133841373,-0.9604637117001595,-0.5853745159896399,-0.5427333373432264,-0.544303996286199
UQGKUQLKSCSZGY,-0.7999605753713481,-1.6537271018315027,-0.9327817741019124,-0.4672384787885573,-0.9243473254400988,-1.3391197570373394,-1.199523468106299,0.2969855403464013,-1.1983173219266376,-0.5278828214193,-0.9026987714892476,-0.5239453835924294
URKOMYMAXPYINW,-1.2710522787935523,-2.2520785065463587,-0.45920065737010424,-1.0425853107953758,-1.037543052025369,-2.6215809817870395,-3.0268428267677177,-0.11055405901389825,-1.6575801997208637,-0.3232480869102514,-0.36369976927299424,-0.856725737353462
URWAJWIAIPFPJE,-1.0792232118350513,-2.1368735674904005,-3.299011595037331,-0.9674340701598414,-0.6192628901021573,-1.7171721426159858,-3.003834162085997,-1.0366840674226867,-1.1375114450044364,-0.781171058179426,-2.886227627254138,-0.6845534496589212
UUQMNUMQCIQDMZ,-1.576061041375831,-2.4501667633019926,-0.32375106340447773,-0.8938346790031882,-1.6179041044880746,-2.8563371240728745,-2.505278851981209,-0.5800087498905209,-1.5580490560516131,-0.6435824335599116,-0.7614659941879734,-1.1433123082335108
UUTKICFRNVKFRG,-1.040816532398663,-2.3098977258056745,-4.2525585837273425,-1.959030910830407,-1.6687944730340663,-1.8114868452379578,-2.461118689554908,-1.328910303984473,-1.7179606614941936,-0.9121964628359718,-3.512580814692381,-0.8488143184796163
UUVWYPNAQBNQJQ,-1.5048166984726654,-2.424344431132457,0.5323045914807045,-1.1150826061578647,-1.5115211469895726,-2.787153663344975,-2.5685895174401474,-1.3101145299189096,-1.7346885484685561,-0.6531081862898312,-2.0981737717793076,-1.3606888162641702
UVKZSORBKUEBAZ,-1.0989416987382787,-2.08612488659688,-1.1630102005689689,-0.9449123273673774,-1.5092349243955796,-2.6913049306046313,-2.948557925858979,-0.5464760239796642,-1.9977392787055226,-0.522881768216783,-1.324917369768927,-0.8951660687774141
UVTNFZQICZKOEM,-1.1861091177289036,-2.285002191774251,-1.334599921703511,-0.39938137194013346,-0.99605632142662,-2.2798023680322164,-2.795497088786144,-0.48515796734693806,-1.88266252454339,-0.638205007629452,-1.1114267091948424,-0.9653734130336973
UWKQSNNFCGGAFS,-0.5767753506360459,-1.1613312262247035,-1.6742487298014468,-0.7767764792683893,-0.10433869872819167,-1.460630648972085,-1.1861890719473522,0.30364900460338873,-0.21585004856700785,-0.5608665754563831,0.24731071951615255,-0.012316264094206377
UWWDHYUMIORJTA,-1.1500467775335639,-2.279644250848759,-1.5450438554385892,-1.4185999403569582,-0.9960759891662089,-1.7147701298512472,-2.802270222334337,-0.45597832309883646,-1.7750857313794985,-0.6985010952070972,-1.0797788027519366,-0.7501986395798702
UXABARREKCJULM,-1.5763902598875736,-2.418089262631891,-0.5041001812337647,-0.4890944204872937,-1.230999848885751,-2.157325057876267,-2.5962698102889723,-0.5503258855032798,-1.124247538272108,-0.5645685165435724,-1.3542801220419365,-0.8301433962075684
UXOWGYHJODZGMF,-1.2224148873633325,-2.375248233358225,-1.589492778368836,-1.3936276532295528,-1.0771203965755836,-1.7751778852539257,-2.13820546919334,-0.5232374907552484,-0.8396457415607157,-0.6822782637809395,-1.2567719498177945,-0.8455993285898169
UXVSDVSUISWXKD,-1.0133996929791698,-2.1103803828851126,-0.3196501628192583,0.08793699666108021,-1.1682501289969123,-2.070379179307495,-2.6011020562388714,0.17606373667668446,-1.352719586260413,-0.5699965378316874,1.1612243005240561,-0.7840516323479119
UXXQOJXBIDBUAC,-1.1497445539960665,-2.0144798294709307,-0.6336204741942147,-1.2298192640212517,-1.230556970963072,-2.5079831529862,-2.6514133631719257,-0.05294274766377567,-0.8811641006412737,-0.5868811181284426,-0.29251674847177916,-0.7079084912383338
UYIFTLBWAOGQBI,0.41109787331241926,-0.9803605465543768,-0.39852932290242943,-1.1019585318571368,1.1844400822824268,-0.2276476568964494,-2.6849799446190463,0.2897827281537273,-1.377920428309157,-0.281873298425782,1.1713680601774514,-0.49900764734765424
UYNVMODNBIQBMV,-1.239202835214876,-2.2475996537239524,-1.232570333070279,-1.3668472654016002,-0.6180229676791691,-2.54072803194561,-3.6557028686306112,0.0659606788196928,-1.7418066466239142,-0.535540920497174,-1.226956863782389,-0.8965758421377943
UZHSEJADLWPNLE,0.09957881866125898,-1.517590588477769,-2.065399262429493,-1.5945314486944158,0.12806336160618417,-1.8716061520717755,-2.5584788012703332,-0.14839299123096103,-1.2151061597025916,-0.548355336642259,-1.6805359814009242,-0.17354543307207088
VABCILAOYCMVPS,-1.0656695423589442,-2.0284237056627763,-0.9113387080925769,-0.9893497907145253,-0.7254314503024606,-1.4844771320006827,-0.3790601632916849,0.33095466219647063,-0.9689659646532272,-0.5269424787268762,1.3660700308843539,-0.43008976352339334
VACCAVUAMIDAGB,-1.2532162750478366,-2.352001885563195,-0.5097941955920589,-1.4900029632966567,-1.4715464486403156,-2.9454518338345235,-2.9598536125670223,-0.8574309420466992,-1.5070984319877112,-0.6749454831261252,-1.7082390053813827,-1.2218935949508953
VAOCPAMSLUNLGC,-1.4658542509521235,-1.9917644788444386,-2.100504248588258,-0.9709947106800345,-1.5523465741115112,-2.0735761253382785,-2.3776761489614326,-1.4950353210508542,-1.8324690562959784,-0.7627646696874837,-2.6095337454636156,-1.421997818004507
VCKUSRYTPJJLNI,-1.0109173077495783,-1.8644794465634393,-0.648173776339684,-1.220429277425061,-0.8125257656610193,-2.16295397580038,-2.1280493447276907,-0.2785134257206218,-0.5172800737595888,-0.6842760137360832,-1.0726444074358392,-0.468402138567792
VDCRFBBZFHHYGT,-0.7853069680821798,-1.8866025351247906,-1.469680281007302,-1.4283544100054293,-0.7704132389321854,-2.0866889420436925,-1.7588889039598146,-1.041395348341831,-0.5476263262810296,-0.7159204962406399,-2.4127541542503086,-0.14028183075983638
VDEUYMSGMPQMIK,-1.1693694592559138,-2.3465013813088116,0.5185077918658239,-1.290856272739969,-1.0010981744987402,-2.2448523723557674,-2.5087128893184114,-0.32436943854739414,-1.10471156744589,-0.6176400204546293,-1.057355590577172,-1.1355464290635804
VDHAWDNDOKGFTD,-1.4570121111185557,-2.011384086793819,0.4300989645436957,-0.6951503129730601,-0.5099608619097168,-1.5347799294242397,-0.7466901045986476,0.4052595756484863,-1.4989246461722352,-0.43167975016613047,1.4975146793271537,-0.18714576427954335
VEMKTZHHVJILDY,-1.1015603887606116,-2.3092847440165993,-1.3891381464875783,-1.0751754682346255,-0.8227228233525757,-1.6161789713092207,-1.7082603064332473,0.15828097857774098,-1.6152908454118555,-0.524540090665295,0.28177120673380085,-0.9283729773068027
VEQOALNAAJBPNY,-0.9684744683194189,-2.3913594287602824,-0.9655168495169755,-1.1370715978818893,-0.05125422760429975,-2.684041072627914,-3.1189314580119456,-1.1311699979616963,-1.7141342875658228,-0.7250296065850302,-1.554078218729054,-1.1857405953358526
